kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,Genre
41,The Eighth Sense,2023,,,South Korea,Drama,10,2400.0,2023-03-29,2023-04-26,Wednesday,,15+ - Teens 15 or older,"Ji Hyun, a new student from a peaceful rural town, struggles to adjust to the bustling city life of Seoul. While at university, he meets Jae Won, who has just completed military service. As they share a love of surfing, they begin to develop feelings for each other. During a surfing trip, they share a kiss, but Jae Won acts as if nothing happened, leaving Ji Hyun confused about their connection.(Source: CK Warrior at MyDramaList)",1674,555,"Drama, Romance"
42,The Secret Romantic Guesthouse,2023,['Kim Jung Min'],['Kwon Eum Mi'],South Korea,Drama,18,4200.0,2023-03-20,2023-05-16,"Monday, Tuesday",SBS ViuTV,15+ - Teens 15 or older,"Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer.  Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago.(Source: MyDramaList)~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).",1308,1285,"Drama, Romance"
43,Welcome to the Lesbian Bar,2023,,,South Korea,Drama,5,360.0,2023-03-18,2023-03-22,Saturday,,Not Yet Rated,,45836,15680,Romance
44,Unintentional Love Story,2023,['Jang Eui Soon'],,South Korea,Drama,10,2100.0,2023-03-17,2023-04-14,Friday,TVING,15+ - Teens 15 or older,"When Ji Won Young's direct superior at work is fired due to a corruption scandal, Won Young - in spite of being innocent of any wrongdoing - finds himself unceremoniously discharged from the company as well. Desperate to get his job back, Won Young tries to curry favor by tracking down the chairman's favorite artist. He finds the missing man running a pottery shop in a remote town, but it's clear that Yoon Tae Joon has no desire to be found.Won Young decides to hang around town and secretly report whatever he can learn about Tae Joon's self-imposed exile, but when feelings begin to develop between the two, Won Young starts to question his sexuality, his motivations, and whether he even wants to go back to his old life in Seoul. But what will happen when Tae Joon learns Won Young has been spying on him this entire time?(Source: Anime-Planet)~~ Adapted from the webtoon ""Biuidojeog Yeonaedam"" (비의도적 연애담) by Phobe (피비).",3286,778,"Drama, Comedy, Romance"
45,A Shoulder to Cry On,2023,,['Kang Jae Hyun'],South Korea,Drama,7,1800.0,2023-03-15,2023-03-29,"Tuesday, Wednesday",,15+ - Teens 15 or older,"At school, Lee Da Yeol spends most of his time living as an outsider. Not popular by any stretch of the imagination, Da Yeol’s only real joy comes from his time spent with the archery club. A talented archer whose skills have earned him a scholarship to the school, Da Yeol doesn’t mind being an outsider, so long as he’s free to pursue his greatest passion. But an ill-timed run-in with a devilishly handsome classmate lands him in trouble and places his precious scholarship in jeopardy.One of the school’s most popular students, Jo Tae Hyun has always enjoyed a level of freedom that very few high school students have ever attained. Able to get away with practically anything, the entire school has no problem believing his side of the story when he’s caught fooling around in the nurse’s office with another student and Da Yeol. Claiming Da Yeol was trying to make out with him, Tae Hyun thoughtlessly puts the archer’s scholarship at risk. Desperate to correct the misunderstanding, Da Yeol does everything he can to try to quell the rumors but no matter how hard he tries, it’s just not enough.Completely unremorseful about what he’s done, Tae Hyun seems to take a wicked sort of delight in doing everything he can to make Da Yeol’s life miserable; his favorite method being to follow Da Yeol everywhere. Unable to shake Tae Hyun, Da Yeol spends his days loathing his shadow but the more time he spends with him, the more conflicted his feelings become; leaving him to wonder, where exactly does the line between hate and love end?(Source: Viki)~~ Adapted from the manhwa ""A Shoulder to Cry On"" (소년을 위로해줘) by Dong Mul (동물).",4105,560,"Drama, Romance"
46,Woman in a Veil,2023,['Shin Chang Seok'],['Lee Jung Dae'],South Korea,Drama,103,2400.0,2023-03-14,2023-08-04,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock.  Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)",55017,8101,"Drama, Romance"
47,Pandora: Beneath the Paradise,2023,['Choi Young Hoon'],['Hyun Ji Min'],South Korea,Drama,16,3720.0,2023-03-11,2023-04-30,"Saturday, Sunday",Hulu TVING tvN,15+ - Teens 15 or older,"In order to protect her beloved family, Hong Tae Ra must become the First Lady of Korea.Hong Tae Ra has a perfect life with her beloved husband Pyo Jae Hyun and their lovely daughter, except for one thing. Hong Tae Ra has no recollection of her past. One day, she regains her memory and faces her harrowing past. Her perfect life is now broken and she finds herself in an uncontrollable situation. Hong Tae Ra struggles to take revenge on those responsible for her past.Pyo Jae Hyun is married to Hong Tae Ra. He is an extremely smart developer, who developed new technology in the neural smart patch field. He runs his company with gentle leadership skills and a sensible personality. He is admired by those around him. People in the political world begin to talk about him as the next presidential candidate.(Source: AsianWiki)",5798,2202,"Drama, Action, Thriller"
48,The Glory Part 2,2023,['Ahn Gil Ho'],['Kim Eun Sook'],South Korea,Drama,8,3300.0,"Mar 10, 2023","Mar 10, 2023",Friday,Netflix,18+ Restricted (violence & profanity),"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals.(Source: AsianWiki)",47,191,"Thriller, Drama"
49,Our Dating Sim,2023,['Lim Hyun Hee'],['Lee Yun Seul'],South Korea,Drama,8,900.0,2023-03-09,2023-03-30,Thursday,,13+ - Teens 13 or older,A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game.(Source: Korean = movie.daum.net || Translation = MyDramaList) ,2185,569,Romance
50,Oasis,2023,"['Han Hee', 'Yoon Sung Shik']",['Jung Hyung Soo'],South Korea,Drama,16,4200.0,2023-03-06,2023-04-25,"Monday, Tuesday",KBS2 Viki,15+ - Teens 15 or older,"During the 1980s, South Korea was undergoing a political change leading to turmoil and social unrest. In a small town in Jeolla Province, two friends, Lee Doo Hak and Choi Cheol Woong, were trying to navigate their way through high school and adolescence. However, their lives were forever changed when Oh Jung Shin, a girl from Seoul, transferred to their school. The trio quickly became close friends, but the two boys developed romantic feelings for Oh Jung Shin as time passed, sparking a love rivalry between them. However, circumstances beyond their control began to rock their young lives. An unexpected incident involving Lee Doo Hak's family resulted in tragedy, pushing him towards violence and revenge. As political events escalated around them, could love be the answer to saving the day for these three young friends?(Source: Viki, edited by CK Warrior at MyDramaList)",4053,1519,"Drama, Science-Fiction"
51,Divorce Attorney Shin,2023,['Lee Jae Hoon'],['Yoo Young Ah'],South Korea,Drama,12,3600.0,2023-03-04,2023-04-09,"Saturday, Sunday",jTBC Netflix TVING,15+ - Teens 15 or older,"Meet Shin Sung Han, a divorce lawyer with a talent for settling even the most complicated cases. His name, which amusingly means ""sacred"" in Korean, seems at odds with the messy situations he has to deal with on a daily basis. But Shin Sung Han finds solace in the company of his two closest friends, Jang Hyung Geun and Jo Jung Sik, who are fellow ""40-year-old youths."" Despite the challenges he faces with his clients, Shin Sung Han continues to excel in his field with his expertise and sensitivity.(Source: Soompi; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Sacred Divorce” (신성한 이혼).",838,1585,"Drama, Legal"
52,All the Liquors,2023,['Kim Jin Yeol'],['Kim Hoi Joon'],South Korea,Drama,8,1140.0,2023-03-02,2023-03-23,Thursday,,Not Yet Rated,"Han Ji Yu is an employee on the marketing team of a liquor company. Park Ki Hoon, on the other hand, is a devilishly charming, skilful chef of a famous restaurant. When Ji Yu is asked to contact Ki Hoon’s restaurant in search of potential collaboration, he runs up against a few walls—namely, Ki Hoon’s flat-out refusal to sell any alcoholic drinks in his restaurant. But Ji Yu is not ready to just give up. What will he do to break the stubborn chef?Two men from different walks of life learn to open up to each other through the intoxicating power of love.(Source: GagaOOLala)",7436,1232,"Drama, Romance"
53,Delivery Man,2023,"['Kang Sol', 'Park Dae Hee']","['Park Hye Young', 'Han Bo Kyung', 'Joo Hyo Jin']",South Korea,Drama,12,4200.0,2023-03-01,2023-04-06,"Wednesday, Thursday",ENA Genie TV ViuTV,Not Yet Rated,"Seo Young Min is a taxi driver who ends up with an unusual clientele - ghosts. Strangely, he finds himself exclusively ferrying these otherworldly passengers and granting their wishes.One day, Kang Ji Hyun boards Seo Young Min's taxi, but with a catch: she has no recollection of her past life and is unable to leave the vehicle. She takes it upon herself to become Seo Young Min's taxi's sales manager.Together, Seo Young Min and Kang Ji Hyun use the taxi to fulfill the wishes of various ghosts, even taking on the task of tracking down a serial killer. With the assistance of Do Kyu Jin, a handsome and diligent ER doctor, they try to prevent sinister events from occurring in the hospital.(Source: CK Warrior at MyDramaList)",2881,1486,Fantasy
54,Call It Love,2023,['Lee Kwang Young'],['Kim Ga Eun'],South Korea,Drama,16,4200.0,2023-02-22,2023-04-12,Wednesday,Disney+ Hulu,13+ - Teens 13 or older,"Life's difficulties can take a toll on anyone, and this romantic melodrama portrays the story of a man and woman who are deeply affected. Through their growing empathy and understanding for each other, they embark on a transformative journey filled with new emotions.Sim Woo Joo's life takes a turn for the worse after her father's death, when she's forced out of her home by his mistress. Seeking revenge, she approaches Han Dong Jin, the son of her father's ex-lover. As she spends more time with him, she realizes that she's fallen in love. Han Dong Jin, a workaholic with a lonely life, finds his world turned upside down by Sim Woo Joo's arrival.(Source: CK Warrior at MyDramaList)",784,602,"Drama, Romance"
